region_id,region,region_alias,province_id,province,city_id,city,barangay_id,barangay,population,province_cleaned,full_match_successful
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20229,ESTANCIA,2298,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20230,LINABUAN NORTE,1939,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20231,MABILO,2879,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20232,MOBO,11018,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20233,NALOOK,5010,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20234,POBLACION,4648,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20235,POOK,2386,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20236,TIGAYON,1351,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),20237,TINIGAW,1027,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),44341,POOK,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,750,KALIBO (CAPITAL),44757,ANDAGAW,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,757,NABAS,20357,NABAS,1107,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,749,IBAJAY,43952,POBACION,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,749,IBAJAY,43480,STA. CRUZ,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,45091,LAMPARI,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44868,PUNONG GRANDE (BARRIO 2),0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44845,REYES,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44642,YANGCO POBLACION,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44636,SAN VICENTE (BARRIO 6),0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44428,LIWANAY (BARRIO 1),0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,44377,LAMBINGI,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,43849,REYES,0,AKLAN,0
7,WESTERN VISAYAS,REGION VI,36,AKLAN,746,BANGA,43838,KUSAN,0,AKLAN,0
